"status.codeValue","orgIdNumber","name","classificationCode.codeValue","address.sequenceNo","address.addressType","address.mailingIndex","address.header","address.organizationName","address.street1","address.street2","city","state","address.zip","dfdsfds","dioProvince","orgIdNumber","parent classificationCodeName","parentId"
"Active",31841,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,31834,"Parish","Incarnation"
"Active",31847,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,31842,"Parish","St. Alexander"
"Active",31856,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,31848,"Parish","Sacred Heart"
"Active",31860,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,31857,"Parish","St. Irenaeus"
"Active",31868,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,31861,"Parish","Mary, Seat of Wisdom"
"Active",31879,,"Catechesis Religious Program",1,"Phys/Mail",,,,"215 S. Ridge Ter.",,"Park Ridge","ILLINOIS","60068","USA",,31869,"Parish","St. Paul of the Cross"
"Active",31895,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,31887,"Parish","St. Alphonsus Liguori"
"Active",31913,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,31902,"Parish","St. Luke"
"Active",31934,,"Catechesis Religious Program",1,"Phys/Mail",,,,"1527 Lathrop",,"River Forest","ILLINOIS","60305","USA",,31914,"Parish","St. Vincent Ferrer"
"Active",31941,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,31935,"Parish","St. Cyprian"
"Active",31948,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,31942,"Parish","St. Mary"
"Active",31974,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,31967,"Parish","St. Joseph"
"Active",31980,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,31975,"Parish","St. James"
"Active",32006,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,31992,"Parish","Church of the Holy Spirit"
"Active",32013,,"Catechesis Religious Program",1,"Phys/Mail",,,,"1005 Schaumburg Rd.",,"Schaumburg","ILLINOIS","60194","USA",,32007,"Parish","St. Matthew"
"Active",32035,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,32029,"Parish","St. Lambert"
"Active",32045,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,32036,"Parish","St. Peter"
"Active",32056,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,32046,"Parish","St. Jude the Apostle"
"Active",32061,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,32057,"Parish","Holy Ghost"
"Active",32066,,"Catechesis Religious Program",1,"Phys/Mail",,,,"4300 S. Oak Park Ave.",,"Stickney","ILLINOIS","60402","USA",,32062,"Parish","St. Pius X"
"Active",32078,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,32067,"Parish","St. John the Evangelist"
"Active",32098,,"Catechesis Religious Program",1,"Phys/Mail",,,,"6670 W. 176th St.",,"Tinley Park","ILLINOIS","60477","USA",,32086,"Parish","St. George"
"Active",32105,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,32099,"Parish","Saint Julie Billiart"
"Active",32131,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,32117,"Parish","St. Patrick"
"Active",32143,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,32132,"Parish","Transfiguration"
"Active",32156,,"Catechesis Religious Program",1,"Phys/Mail",,,,"2226 McAree Rd.",,"Waukegan","ILLINOIS","60087","USA",,32149,"Parish","St. Dismas"
"Active",32191,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,32184,"Parish","Divine Providence"
"Active",32205,,"Catechesis Religious Program",1,"Phys/Mail",,,,"51st St. & Wolf Rd.",,"Western Springs","ILLINOIS","60558","USA",,32192,"Parish","St. John of the Cross"
"Active",32211,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,32206,"Parish","St. Joseph the Worker"
"Active",32225,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,32212,"Parish","St. Francis Xavier"
"Active",32235,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,32226,"Parish","St. Joseph"
"Active",32245,,"Catechesis Religious Program",1,"Phys/Mail",,,,"200 Ridge Rd.",,"Winnetka","ILLINOIS","60093","USA",,32236,"Parish","SS. Faith, Hope and Charity"
"Active",32254,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,32246,"Parish","Sacred Heart"
"Active",32266,,"Catechesis Religious Program",1,"Dummy",,,,,,"","",,"",,32255,"Parish","Our Lady of Humility"
"Active",33478,"De Paul University","College",1,"Phys/Mail",true,,,"One E. Jackson Blvd.",,"Chicago","ILLINOIS","60604","USA",,214068,"Placement Header","Chicago"
"Active",33478,"De Paul University","College",2,"Sales",false,,,"1 E Jackson Blvd",,"Chicago","ILLINOIS","60604","USA",,214068,"Placement Header","Chicago"
"Active",33500,"College of Liberal Arts and Sciences","College",1,"Phys/Mail",,,,"990 W. Fullerton Ave., Ste. 4200",,"Chicago","ILLINOIS","60614","USA",,33478,"College","De Paul University"
"Active",33502,"College of Law","College",1,"Phys/Mail",,,,"931 Lewis Center, 25 E. Jackson Blvd.",,"Chicago","ILLINOIS","60604","USA",,33478,"College","De Paul University"
"Active",33504,"Kellstadt Graduate School of Business Driehaus College of Business","College",1,"Phys/Mail",,,,"7103 DePaul Center, One E. Jackson Blvd.",,"Chicago","ILLINOIS","60604","USA",,33478,"College","De Paul University"
"Active",33507,"School of Music","College",1,"Phys/Mail",,,,"200 Music Bldg., 804 W. Belden",,"Chicago","ILLINOIS","60614","USA",,33478,"College","De Paul University"
"Active",33511,"School for New Learning","College",1,"Phys/Mail",,,,"14 E. Jackson Blvd.",,"Chicago","ILLINOIS","60604","USA",,33478,"College","De Paul University"
"Active",33513,"College of Computing and Digital Media","College",1,"Phys/Mail",,,,"243 S. Wabash Ave.",,"Chicago","ILLINOIS","60604-2302","USA",,33478,"College","De Paul University"
"Active",33515,"The Theatre School","College",1,"Phys/Mail",,,,"2135 N. Kenmore Ave.",,"Chicago","ILLINOIS","60614","USA",,33478,"College","De Paul University"
"Active",33517,"College of Education","College",1,"Phys/Mail",,,,"2320 N. Kenmore Ave.",,"Chicago","ILLINOIS","60614","USA",,33478,"College","De Paul University"
"Active",33519,"Loyola University-Chicago","College",1,"Dummy",,,,"6331 N. Sheridan Rd.",,"Chicago","ILLINOIS","60660","USA",,214068,"Placement Header","Chicago"
"Active",33519,"Loyola University-Chicago","College",2,"MA",true,,"Office of Institutional Research","25 E. Pearson, Rm 800, Water Tower Campus",,"Chicago","ILLINOIS","60611","USA",,214068,"Placement Header","Chicago"
"Active",33519,"Loyola University-Chicago","College",3,"Sales",false,,,"820 N. Michigan Ave",,"Chicago","ILLINOIS","60611","USA",,214068,"Placement Header","Chicago"
"Active",33535,"The College of Arts and Sciences","College",1,"PH",,,,"1032 W. Sheridan Rd.",,"Chicago","ILLINOIS","60660","USA",,33519,"College","Loyola University-Chicago"
"Active",33538,"The School of Law","College",1,"Phys/Mail",,,,"25 E. Pearson St.",,"Chicago","ILLINOIS","60611","USA",,33519,"College","Loyola University-Chicago"
"Active",33540,"Loyola University Stritch School of Medicine","College",1,"Phys/Mail",,,,"2160 S. First Ave.",,"Maywood","ILLINOIS","60153","USA",,33519,"College","Loyola University-Chicago"
"Active",33542,"School of Social Work","College",1,"Phys/Mail",,,,"820 N. Michigan Ave.",,"Chicago","ILLINOIS","60611","USA",,33519,"College","Loyola University-Chicago"
"Active",33544,"School of Continuing & Professional Studies","College",1,"Phys/Mail",,,,"820 N. Michigan Ave.",,"Chicago","ILLINOIS","60611","USA",,33519,"College","Loyola University-Chicago"
"Active",33546,"The Quinlan School of Business","College",1,"Phys/Mail",,,,"820 N. Michigan Ave.",,"Chicago","ILLINOIS","60611","USA",,33519,"College","Loyola University-Chicago"
"Active",33548,"The Graduate School","College",1,"Phys/Mail",,,,"1032 W. Sheridan Rd.",,"Chicago","ILLINOIS","60660","USA",,33519,"College","Loyola University-Chicago"
"Active",33550,"The School of Nursing","College",1,"Phys/Mail",,,,"2160 S. First Ave.",,"Maywood","ILLINOIS","60153","USA",,33519,"College","Loyola University-Chicago"
"Active",33552,"The School of Education","College",1,"Phys/Mail",,,,"820 N. Michigan Ave.",,"Chicago","ILLINOIS","60611","USA",,33519,"College","Loyola University-Chicago"
"Active",33556,"Jesuit Community at Loyola University Chicago","College",1,"Phys/Mail",true,,,"6324 N. Kenmore",,"Chicago","ILLINOIS","60660","USA",,214068,"Placement Header","Chicago"
"Active",33556,"Jesuit Community at Loyola University Chicago","College",2,"Sales",false,,,"6525 N Sheridan Rd",,"Chicago","ILLINOIS","60626","USA",,214068,"Placement Header","Chicago"
"Active",33614,"Saint Xavier University","College",1,"Phys/Mail",true,,,"3700 W. 103rd St.",,"Chicago","ILLINOIS","60655-3105","USA",,214068,"Placement Header","Chicago"
"Active",33616,"Dominican University (Formerly Rosary College)","College",1,"Phys/Mail",true,,,"7900 W. Division St.",,"River Forest","ILLINOIS","60305","USA",,214069,"Placement Header","River Forest"
"Active",33620,"Rosary College of Arts and Sciences at Dominican University","College",1,"Dummy",,,,,,"","",,"",,33616,"College","Dominican University (Formerly Rosary College)"
"Active",33622,"Brennan School of Business","College",1,"Dummy",,,,,,"","",,"",,33616,"College","Dominican University (Formerly Rosary College)"
"Active",33624,"School of Education","College",1,"Dummy",,,,,,"","",,"",,33616,"College","Dominican University (Formerly Rosary College)"
"Active",33626,"Graduate School of Library and Information Science","College",1,"Dummy",,,,,,"","",,"",,33616,"College","Dominican University (Formerly Rosary College)"
"Active",33628,"Graduate School of Social Work","College",1,"Dummy",,,,,,"","",,"",,33616,"College","Dominican University (Formerly Rosary College)"
"Active",33630,"School of Professional and Continuing Studies","College",1,"Dummy",,,,,,"","",,"",,33616,"College","Dominican University (Formerly Rosary College)"
"Active",33249,"University of Saint Mary of the Lake/Mundelein Seminary","Seminary",1,"Phys/Mail",true,,,"1000 E. Maple Ave.",,"Mundelein","ILLINOIS","60060-1174","USA",,214065,"Placement Header","Mundelein"
"Active",33299,"St. Joseph College Seminary","Seminary",1,"Phys/Mail",true,,,"1120 W. Loyola Ave.",,"Chicago","ILLINOIS","60626-6198","USA",,214064,"Placement Header","Chicago"
"Active",33299,"St. Joseph College Seminary","Seminary",2,"Sales",false,,,"6551 N Sheridan Rd",,"Chicago","ILLINOIS","60626","USA",,214064,"Placement Header","Chicago"
"Active",33337,"Catholic Theological Union","Seminary",1,"Phys/Mail",true,,,"5401 S. Cornell Ave.",,"Chicago","ILLINOIS","60615","USA",,214066,"Placement Header","Chicago"
"Active",34858,"Divine Word Theologate","Seminary",1,"Phys/Mail",true,,,"5342 S. University",,"Chicago","ILLINOIS","60615-5106","USA",,214124,"Placement Header","Chicago"
"Active",29078,"Diocesan Shrine Our Lady of Mount Carmel","Shrine",1,"Phys/Mail",true,,,,"P.O. Box 1190","San Lorenzo","PUERTO RICO","00754","USA",,213946,"Placement Header","San Lorenzo"
"Active",30282,"National Shrine of St. Jude","Shrine",1,"Dummy",,,,,,"","",,"",,30273,"Parish","Our Lady of Guadalupe"
"Active",30456,"Shrine of St. Jude Thaddeus","Shrine",1,"Dummy",,,,,,"","",,"",,30449,"Parish","St. Pius V"
"Active",30866,"Poor Souls","Shrine",1,"Dummy",,,,,,"","",,"",,30856,"Parish","St. Odilo"
"Active",28637,"Barrio Algarrobo","Mission",1,"Phys/Mail",,,,,,"Barrio La Plata, Amoldadero","PUERTO RICO",,"USA",,28628,"Parish","Church of St. Joseph"
"Active",28895,,"Mission",1,"Phys/Mail",,,,,,"Salon Usos Multiples-Urb. April Gardens","PUERTO RICO",,"USA",,28883,"Parish","Inmaculada Concepcion"
"Active",28915,,"Mission",1,"Phys/Mail",,,,,,"Bo. Quebrada Arenas","PUERTO RICO",,"USA",,28907,"Parish","San Isidro Labrador"
"Active",28916,,"Mission",1,"Phys/Mail",,,,,,"Bo. Lizas","PUERTO RICO",,"USA",,28907,"Parish","San Isidro Labrador"
"Active",28918,,"Mission",1,"Phys/Mail",,,,,,"Bo. Paloseco","PUERTO RICO",,"USA",,28907,"Parish","San Isidro Labrador"
"Active",28919,,"Mission",1,"Phys/Mail",,,,,,"Bo. Talante (La Pica)","PUERTO RICO",,"USA",,28907,"Parish","San Isidro Labrador"
"Active",28920,,"Mission",1,"Phys/Mail",,,,,,"Bo. Calzada","PUERTO RICO",,"USA",,28907,"Parish","San Isidro Labrador"
"Active",29784,"Sacred Heart","Mission",1,"Phys/Mail",,,,"11652 S. Church St.",,"Chicago","ILLINOIS","60643","USA",,29780,"Parish","Holy Name of Mary"
"Active",30878,"St. Peter Claver","Mission",1,"Phys/Mail",,,,"14125 Claire Blvd.",,"Robbins","ILLINOIS","60472","USA",,30867,"Parish","St. Benedict"
"Active",27259,"NJ State Medium Security Prison, Bayside Prison","Station",1,"Phys/Mail",,,,"Rte. 47",,"Leesburg","NEW JERSEY","08327","USA",,484636,"Parish","The Parish of the Holy Cross, Bridgeton, N.J."
"Active",27261,"South Woods State Prison","Station",1,"Phys/Mail",,,,"215 S. Burlington Rd.",,"Bridgeton","NEW JERSEY","08302","USA",,484636,"Parish","The Parish of the Holy Cross, Bridgeton, N.J."
"Active",28555,"Urb. Mariolga","Station",1,"Phys/Mail",,,,,,"Caguas","PUERTO RICO",,"USA",,28551,"Parish","Nuestra Senora de la Providencia"
"Active",28556,"Caserio Publico","Station",1,"Phys/Mail",,,,,,"Caguas","PUERTO RICO",,"USA",,28551,"Parish","Nuestra Senora de la Providencia"
"Active",28557,"Los Flamboyanes","Station",1,"Phys/Mail",,,,,,"Caguas","PUERTO RICO",,"USA",,28551,"Parish","Nuestra Senora de la Providencia"
"Active",28558,"Rio Verde","Station",1,"Phys/Mail",,,,,,"Caguas","PUERTO RICO",,"USA",,28551,"Parish","Nuestra Senora de la Providencia"
"Active",28570,"San Patricio","Station",1,"Phys/Mail",,,,,,"Bo. Canaboncito","PUERTO RICO",,"USA",,28566,"Parish","Nuestra Senora del Perpetuo Socorro"
"Active",28571,"San Judas Tadeo","Station",1,"Phys/Mail",,,,,,"Villa Esperanza","PUERTO RICO",,"USA",,28566,"Parish","Nuestra Senora del Perpetuo Socorro"
"Active",28572,"Sagrado Corazon","Station",1,"Phys/Mail",,,,,,"Bo. Canaboncito (Las Parcelas)","PUERTO RICO",,"USA",,28566,"Parish","Nuestra Senora del Perpetuo Socorro"
"Active",28573,"Ntra. Sra. del Carmen","Station",1,"Phys/Mail",,,,,,"Urb. Turabo Gardens","PUERTO RICO",,"USA",,28566,"Parish","Nuestra Senora del Perpetuo Socorro"
"Active",28400,"Mater Ecclesiae Mission","Chapel",1,"Phys/Mail",true,,,"261 Cross Keys Rd.",,"Berlin","NEW JERSEY","08009-9431","USA",,213889,"Placement Header","Berlin"
"Active",28531,"Ntra. Sra. Perpetuo Socorro","Chapel",1,"Phys/Mail",,,,"24 Aguayo St.",,"Caguas","PUERTO RICO","00726","USA",,28521,"Parish","Cathedral Dulce Nombre de Jesus"
"Active",28532,"San Gerardo","Chapel",1,"Phys/Mail",,,,"221 B St., B-14",,"Jardines de Caguas","PUERTO RICO","00726","USA",,28521,"Parish","Cathedral Dulce Nombre de Jesus"
"Active",28533,"San Vicente de Paul","Chapel",1,"Phys/Mail",,,,"221 B St.",,"Brooklyn","NEW YORK","11209","USA",,28521,"Parish","Cathedral Dulce Nombre de Jesus"
"Active",28534,"La Sagrada Familia","Chapel",1,"Phys/Mail",,,,"1004 P St.",,"Bda. Morales","PUERTO RICO",,"USA",,28521,"Parish","Cathedral Dulce Nombre de Jesus"
"Active",28545,"Nuestra Senora del Rosario","Chapel",1,"Phys/Mail",,,,"Boi Bairoa La 25",,"","",,"Puerto Rico",,28535,"Parish","San Jose"
"Active",28565,"Ntra. Sra. de Guadalupe","Chapel",1,"Phys/Mail",,,,"5th St.",,"Caguas","PUERTO RICO","00725","USA",,28559,"Parish","Santisimo Sacramento"
"Active",28626,"San Francisco Javier","Chapel",1,"Dummy",,,,,,"","",,"",,28621,"Parish","Divino Nino"
"Active",28638,"Bo. Asomante (Cuadritos), Ntra. Sra. del Carmen (1959)","Chapel",1,"Dummy",,,,,,"","",,"",,28628,"Parish","Church of St. Joseph"
"Active",28639,"Bo. Asomante (Abejas), Inmaculada Concepcion (1965)","Chapel",1,"Dummy",,,,,,"","",,"",,28628,"Parish","Church of St. Joseph"
"Active",28640,"Bo. Pasto, Ntra. Sra. de Guadalupe (1970)","Chapel",1,"Dummy",,,,,,"","",,"",,28628,"Parish","Church of St. Joseph"
"Active",28641,"Ntra. Sra. de la Providencia (1982)","Chapel",1,"Phys/Mail",,,,,,"","",,"",,28628,"Parish","Church of St. Joseph"
"Active",28642,"Bo. Rabanal (Parcelas), Ntra. Sra. de Fatima (1972)","Chapel",1,"Dummy",,,,,,"","",,"",,28628,"Parish","Church of St. Joseph"
"Active",28643,"Ext. San Luis, Ntra. Sra. del Carmen (1986)","Chapel",1,"Dummy",,,,,,"","",,"",,28628,"Parish","Church of St. Joseph"
"Active",28644,"La Plata, La Milagrosa (1986)","Chapel",1,"Dummy",,,,,,"","",,"",,28628,"Parish","Church of St. Joseph"
"Active",28645,"Llanos, Sector El Juicio","Chapel",1,"Dummy",,,,,,"","",,"",,28628,"Parish","Church of St. Joseph"
"Active",28646,"La Sierra, San Judas Tadeo","Chapel",1,"Dummy",,,,,,"","",,"",,28628,"Parish","Church of St. Joseph"
"Active",28825,"La Milagrosa","Chapel",1,"Phys/Mail",,,,"Bo. Hato Nuevo",,"Gurabo","PUERTO RICO","00778","USA",,28819,"Parish","San Jose"
"Active",28882,"Santisima Trinidad","Chapel",1,"Phys/Mail",,,,,,"Bo. Placita","PUERTO RICO",,"USA",,28868,"Parish","Inmaculada Concepcion"
"Active",28906,"Bo. Pasto Seco, El Buen Pastor","Chapel",1,"Phys/Mail",,,,,,"Las Piedras","PUERTO RICO","00771","USA",,28896,"Parish","San Juan Bautista"
"Active",28917,"Ntra. Sra. del Rosario de Fatima","Chapel",1,"Phys/Mail",,,,,,"Bo. Talante","PUERTO RICO",,"USA",,28907,"Parish","San Isidro Labrador"
"Active",28990,"Bo Tejas","Chapel",1,"Phys/Mail",,,,"Valerio, Corpus Christi",,"","",,"",,28961,"Parish","Santos Angeles Cutodios"
"Active",29173,,"Church",1,"Phys/Mail",,"Church",,"70th and S. Washtenaw Ave.",,"Chicago","ILLINOIS","60619","USA",,29170,"Parish","St. Adrian"
"Active",29669,,"Church",1,"Phys/Mail",,"Church",,"45th St. & Lowe Ave.",,"Chicago","ILLINOIS","60609","USA",,29666,"Parish","St. Gabriel"
"Active",29859,,"Church",1,"Phys/Mail",,"Church",,"88th & Commercial Ave.",,"Chicago","ILLINOIS","60617","USA",,29854,"Parish","Immaculate Conception of the Blessed Virgin Mary"
"Active",31405,,"Church",1,"Phys/Mail",,"Church",,"135 S. Buesching Rd.",,"Lake Zurich","ILLINOIS","60047","USA",,31402,"Parish","St. Francis de Sales"
"Active",31811,,"Church",1,"Phys/Mail",,"Church",,"465 N. Benton",,"Palatine","ILLINOIS","60067","USA",,31800,"Parish","St. Theresa"
"Active",28285,"Our Lady of Lourdes Health Care Services, Inc.","Hospital",1,"Phys/Mail",true,,,"1600 Haddon Ave.",,"Camden","NEW JERSEY","08103","USA",,213856,"Placement Header","Camden"
"Active",28290,"Osborn Family Health Center Inc.","Hospital",1,"Phys/Mail",,,,"1600 Haddon Ave.",,"Camden","NEW JERSEY","08103","USA",,28285,"Hospital","Our Lady of Lourdes Health Care Services, Inc."
"Active",34134,"Saint Anthony Hospital","Hospital",1,"Phys/Mail",true,,,"2875 W. 19th St.",,"Chicago","ILLINOIS","60623","USA",,214091,"Placement Header","Chicago"
"Active",34146,"St. Bernard Hospital & Health Care Center","Hospital",1,"Phys/Mail",true,,,"326 W. 64th St.",,"Chicago","ILLINOIS","60621","USA",,214091,"Placement Header","Chicago"
"Active",34158,"Holy Cross Hospital","Hospital",1,"Phys/Mail",true,,,"2701 W. 68th St.",,"Chicago","ILLINOIS","60629","USA",,214091,"Placement Header","Chicago"
"Active",34174,"Presence Saint Joseph Hospital Chicago","Hospital",1,"Phys/Mail",true,,,"2900 N. Lake Shore Dr.",,"Chicago","ILLINOIS","60657","USA",,214091,"Placement Header","Chicago"
"Active",34182,"Presence Saints Mary and Elizabeth Medical Center","Hospital",1,"Phys/Mail",true,,,"2233 W. Division",,"Chicago","ILLINOIS","60622","USA",,214091,"Placement Header","Chicago"
"Active",34189,"Mercy Hospital and Medical Center","Hospital",1,"Phys/Mail",true,,,"2525 S. Michigan Ave.",,"Chicago","ILLINOIS","60616-2477","USA",,214091,"Placement Header","Chicago"
"Active",34198,"Mercy Medical at Dearborn Station","Hospital",1,"Phys/Mail",,,,"47 W. Polk St.",,"Chicago","ILLINOIS","60605","USA",,34189,"Hospital","Mercy Hospital and Medical Center"
"Active",34198,"Mercy Medical at Dearborn Station","Hospital",2,"Sales",,,,"614 W Monroe St",,"Chicago","ILLINOIS","60661","USA",,34189,"Hospital","Mercy Hospital and Medical Center"
"Active",34199,"Mercy Works at Dearborn Station","Hospital",1,"Phys/Mail",,,,"47 W. Polk St.",,"Chicago","ILLINOIS","60605","USA",,34189,"Hospital","Mercy Hospital and Medical Center"
"Active",34199,"Mercy Works at Dearborn Station","Hospital",2,"Sales",,,,"614 W Monroe St",,"Chicago","ILLINOIS","60661","USA",,34189,"Hospital","Mercy Hospital and Medical Center"
"Active",34200,"Mercy Medical in Chinatown","Hospital",1,"Phys/Mail",,,,"2347 S. Wentworth",,"Chicago","ILLINOIS","60616","USA",,34189,"Hospital","Mercy Hospital and Medical Center"
"Active",34201,"Mercy Medical on Pulaski","Hospital",1,"Phys/Mail",,,,"5525 S. Pulaski Rd.",,"Chicago","ILLINOIS","60629","USA",,34189,"Hospital","Mercy Hospital and Medical Center"
"Active",34202,"Mercy Works on Pulaski","Hospital",1,"Phys/Mail",,,,"5635 S. Pulaski Rd.",,"Chicago","ILLINOIS","60629","USA",,34189,"Hospital","Mercy Hospital and Medical Center"
"Active",34204,"Mercy Works on Ashland","Hospital",1,"Phys/Mail",,,,"3316 S. Ashland",,"Chicago","ILLINOIS","60608","USA",,34189,"Hospital","Mercy Hospital and Medical Center"
"Active",34205,"Mercy Medical in Chatham","Hospital",1,"Phys/Mail",,,,"8541 S. State St.",,"Chicago","ILLINOIS","60619","USA",,34189,"Hospital","Mercy Hospital and Medical Center"
"Active",34216,"Presence Resurrection Medical Center","Hospital",1,"Phys/Mail",true,,,"7435 Talcott Ave.",,"Chicago","ILLINOIS","60631","USA",,214091,"Placement Header","Chicago"
"Active",34229,"St. Francis Hospital and Health Center","Hospital",1,"Phys/Mail",true,,,"12935 S. Gregory St.",,"Blue Island","ILLINOIS","60406","USA",,214185,"Placement Header","Blue Island"
"Active",34243,"Franciscan Health Olympia Fields & Chicago Heights","Hospital",1,"Phys/Mail",true,"","Franciscan Health Chicago Heights","1423 Chicago Rd.",,"Chicago Heights","ILLINOIS","60411","USA",,214093,"Placement Header","Chicago Heights"
"Active",34243,"Franciscan Health Olympia Fields & Chicago Heights","Hospital",2,"Phys/Mail",false,"","Franciscan Health Olympia Fields","20201 S. Crawford Ave.",,"Olympia Fields","ILLINOIS","60461","USA",,214093,"Placement Header","Chicago Heights"
"Active",34248,"Presence Holy Family Medical Center","Hospital",1,"Phys/Mail",true,,,"100 N. River Rd.",,"Des Plaines","ILLINOIS","60016","USA",,214094,"Placement Header","Des Plaines"
"Active",34255,"Alexian Brothers Medical Center","Hospital",1,"Phys/Mail",true,,,"800 Biesterfield Rd.",,"Elk Grove Village","ILLINOIS","60007-3392","USA",,214095,"Placement Header","Elk Grove Village"
"Active",34265,"Presence Saint Francis Hospital","Hospital",1,"Phys/Mail",true,,,"355 Ridge Ave.",,"Evanston","ILLINOIS","60202","USA",,214096,"Placement Header","Evanston"
"Active",34273,"Little Company of Mary Hospital and Health Care Centers","Hospital",1,"Phys/Mail",true,,,"2800 W. 95th St.",,"Evergreen Park","ILLINOIS","60805","USA",,214097,"Placement Header","Evergreen Park"
"Active",34294,"Loyola University Medical Center","Hospital",1,"Phys/Mail",true,,,"2160 S. First Ave.",,"Maywood","ILLINOIS","60153","USA",,214099,"Placement Header","Maywood"
"Active",34321,"Alexian Brothers Behavioral Health Hospital","Hospital",1,"Phys/Mail",true,,,"1650 Moon Lake Blvd.",,"Hoffman Estates","ILLINOIS","60169","USA",,214098,"Placement Header","Hoffman Estates"
"Active",34325,"Alexian Brothers Health System","Hospital",1,"Dummy",,,,,,"","",,"",,34321,"Hospital","Alexian Brothers Behavioral Health Hospital"
"Active",34326,"Alexian Brothers Hospital Network","Hospital",1,"Dummy",,,,,,"","",,"",,34321,"Hospital","Alexian Brothers Behavioral Health Hospital"
"Active",34327,"St. Alexius Medical Center","Hospital",1,"Phys/Mail",true,,,"1555 Barrington Rd.",,"Hoffman Estates","ILLINOIS","60169","USA",,214098,"Placement Header","Hoffman Estates"
"Active",34333,"Alexian Brothers Health System","Hospital",1,"Dummy",,,,,,"","",,"",,34327,"Hospital","St. Alexius Medical Center"
"Active",34334,"Alexian Brothers Hospital Network","Hospital",1,"Dummy",,,,,,"","",,"",,34327,"Hospital","St. Alexius Medical Center"
"Active",34343,"St. Basil Health Service - Free People's Clinic","Hospital",1,"Phys/Mail",true,,,"1850 W. Garfield",,"Chicago","ILLINOIS","60609","USA",,214103,"Placement Header","Chicago"
"Active",34344,"Presence Behavioral Health","Hospital",1,"Phys/Mail",true,,,"1820 S. 25th Ave.",,"Broadview","ILLINOIS","60155","USA",,214104,"Placement Header","Broadview"
"Active",33879,"Archdiocesan AIDS Ministry Office","Special Care Facility",1,"Phys/Mail",,,,"1800 N. Hermitage Ave.",,"Chicago","ILLINOIS","60622","USA",,33850,"Catholic Charity","Catholic Charities of the Archdiocese of Chicago-Archdiocesan Offices"
"Active",33880,"Holbrook Center for Counseling and Psychotherapy","Special Care Facility",1,"Phys/Mail",,,,"730 N. Wabash Ave., Courtyard Bldg.",,"Chicago","ILLINOIS","60611","USA",,33850,"Catholic Charity","Catholic Charities of the Archdiocese of Chicago-Archdiocesan Offices"
"Active",33882,"Community Family Service Center","Special Care Facility",1,"Phys/Mail",,,,"1100 S. May",,"Chicago","ILLINOIS","60607","USA",,33850,"Catholic Charity","Catholic Charities of the Archdiocese of Chicago-Archdiocesan Offices"
"Active",33886,"LOSS (Loving Outreach to Survivors of Suicide)","Special Care Facility",1,"Phys/Mail",,,,"721 N. LaSalle St.",,"Chicago","ILLINOIS","60654","USA",,33850,"Catholic Charity","Catholic Charities of the Archdiocese of Chicago-Archdiocesan Offices"
"Active",33893,"Madonna House","Special Care Facility",1,"Phys/Mail",,,,"1114 W. Grace St.",,"Chicago","ILLINOIS","60613","USA",,33850,"Catholic Charity","Catholic Charities of the Archdiocese of Chicago-Archdiocesan Offices"
"Active",33899,"Options for Housing, Inc. f/k/a Shelter for the Homeless, Inc.","Special Care Facility",1,"Phys/Mail",,,,"721 N. LaSalle St.",,"Chicago","ILLINOIS","60610","USA",,33850,"Catholic Charity","Catholic Charities of the Archdiocese of Chicago-Archdiocesan Offices"
"Active",33968,"Intact Family Services","Special Care Facility",1,"Phys/Mail",,,,"1800 N. Hermitage Ave.",,"Chicago","ILLINOIS","60622","USA",,33850,"Catholic Charity","Catholic Charities of the Archdiocese of Chicago-Archdiocesan Offices"
